S_no,Country,City,City to country name
805,Bulgaria,,Rourkela to Bulgaria
806,Bulgaria,,Siliguri to Bulgaria
807,Bulgaria,,Sonipat to Bulgaria
808,Bulgaria,,Surat to Bulgaria
809,Bulgaria,,Tirupati to Bulgaria
810,Bulgaria,,Tiruppur to Bulgaria
811,Bulgaria,,Udaipur to Bulgaria
812,Bulgaria,,Vadodara to Bulgaria
813,Bulgaria,,Varanasi to Bulgaria
814,Bulgaria,,Vijayawada to Bulgaria
815,Bulgaria,,Visakhapatnam to Bulgaria
816,Bulgaria,,Warangal to Bulgaria
817,Croatia,,Agra to Croatia
818,Croatia,,Ahmedabad to Croatia
819,Croatia,,Amritsar to Croatia
820,Croatia,,Aurangabad to Croatia
821,Croatia,,Bawana Industrial Area to Croatia
822,Croatia,,Belagavi to Croatia
823,Croatia,,Bengaluru to Croatia
824,Croatia,,Bhilwara to Croatia
825,Croatia,,Bhopal to Croatia
826,Croatia,,Bhubaneswar to Croatia
827,Croatia,,Chennai to Croatia
828,Croatia,,Coimbatore to Croatia
829,Croatia,,Cuttack to Croatia
830,Croatia,,Dewas to Croatia
831,Croatia,,Dharwad to Croatia
832,Croatia,,Durgapur to Croatia
833,Croatia,,Erode to Croatia
834,Croatia,,Faridabad to Croatia
835,Croatia,,Gandhidham to Croatia
836,Croatia,,Gurugram to Croatia
837,Croatia,,Guntur to Croatia
838,Croatia,,Gwalior to Croatia
839,Croatia,,Howrah to Croatia
840,Croatia,,Hubballi to Croatia
841,Croatia,,Hyderabad to Croatia
842,Croatia,,Indore to Croatia
843,Croatia,,Jabalpur to Croatia
844,Croatia,,Jaipur to Croatia
845,Croatia,,Jalandhar to Croatia
846,Croatia,,Jodhpur to Croatia
847,Croatia,,Kakinada to Croatia
848,Croatia,,Kanpur to Croatia
849,Croatia,,Karimnagar to Croatia
850,Croatia,,Karnal to Croatia
851,Croatia,,Kolkata to Croatia
852,Croatia,,Kota to Croatia
853,Croatia,,Ludhiana to Croatia
854,Croatia,,Madurai to Croatia
855,Croatia,,Mangaluru to Croatia
856,Croatia,,Mohali to Croatia
857,Croatia,,Moradabad to Croatia
858,Croatia,,Mumbai to Croatia
859,Croatia,,Mundra to Croatia
860,Croatia,,Mysuru to Croatia
861,Croatia,,Nagpur to Croatia
862,Croatia,,Naraina to Croatia
863,Croatia,,Nashik to Croatia
864,Croatia,,New Delhi to Croatia
865,Croatia,,Nizamabad to Croatia
866,Croatia,,Noida to Croatia
867,Croatia,,Okhla to Croatia
868,Croatia,,Panipat to Croatia
869,Croatia,,Paradip to Croatia
870,Croatia,,Patiala to Croatia
871,Croatia,,Pune to Croatia
872,Croatia,,Rajkot to Croatia
873,Croatia,,Rourkela to Croatia
874,Croatia,,Siliguri to Croatia
875,Croatia,,Sonipat to Croatia
876,Croatia,,Surat to Croatia
877,Croatia,,Tirupati to Croatia
878,Croatia,,Tiruppur to Croatia
879,Croatia,,Udaipur to Croatia
880,Croatia,,Vadodara to Croatia
881,Croatia,,Varanasi to Croatia
882,Croatia,,Vijayawada to Croatia
883,Croatia,,Visakhapatnam to Croatia
884,Croatia,,Warangal to Croatia
885,Czech Republic,,Agra to Czech Republic
886,Czech Republic,,Ahmedabad to Czech Republic
887,Czech Republic,,Amritsar to Czech Republic
888,Czech Republic,,Aurangabad to Czech Republic
889,Czech Republic,,Bawana Industrial Area to Czech Republic
890,Czech Republic,,Belagavi to Czech Republic
891,Czech Republic,,Bengaluru to Czech Republic
892,Czech Republic,,Bhilwara to Czech Republic
893,Czech Republic,,Bhopal to Czech Republic
894,Czech Republic,,Bhubaneswar to Czech Republic
895,Czech Republic,,Chennai to Czech Republic
896,Czech Republic,,Coimbatore to Czech Republic
897,Czech Republic,,Cuttack to Czech Republic
898,Czech Republic,,Dewas to Czech Republic
899,Czech Republic,,Dharwad to Czech Republic
900,Czech Republic,,Durgapur to Czech Republic
901,Czech Republic,,Erode to Czech Republic
902,Czech Republic,,Faridabad to Czech Republic
903,Czech Republic,,Gandhidham to Czech Republic
904,Czech Republic,,Gurugram to Czech Republic
905,Czech Republic,,Guntur to Czech Republic
906,Czech Republic,,Gwalior to Czech Republic
907,Czech Republic,,Howrah to Czech Republic
908,Czech Republic,,Hubballi to Czech Republic
909,Czech Republic,,Hyderabad to Czech Republic
910,Czech Republic,,Indore to Czech Republic
911,Czech Republic,,Jabalpur to Czech Republic
912,Czech Republic,,Jaipur to Czech Republic
913,Czech Republic,,Jalandhar to Czech Republic
914,Czech Republic,,Jodhpur to Czech Republic
915,Czech Republic,,Kakinada to Czech Republic
916,Czech Republic,,Kanpur to Czech Republic
917,Czech Republic,,Karimnagar to Czech Republic
918,Czech Republic,,Karnal to Czech Republic
919,Czech Republic,,Kolkata to Czech Republic
920,Czech Republic,,Kota to Czech Republic
921,Czech Republic,,Ludhiana to Czech Republic
922,Czech Republic,,Madurai to Czech Republic
923,Czech Republic,,Mangaluru to Czech Republic
924,Czech Republic,,Mohali to Czech Republic
925,Czech Republic,,Moradabad to Czech Republic
926,Czech Republic,,Mumbai to Czech Republic
927,Czech Republic,,Mundra to Czech Republic
928,Czech Republic,,Mysuru to Czech Republic
929,Czech Republic,,Nagpur to Czech Republic
930,Czech Republic,,Naraina to Czech Republic
931,Czech Republic,,Nashik to Czech Republic
932,Czech Republic,,New Delhi to Czech Republic
933,Czech Republic,,Nizamabad to Czech Republic
934,Czech Republic,,Noida to Czech Republic
935,Czech Republic,,Okhla to Czech Republic
936,Czech Republic,,Panipat to Czech Republic
937,Czech Republic,,Paradip to Czech Republic
938,Czech Republic,,Patiala to Czech Republic
939,Czech Republic,,Pune to Czech Republic
940,Czech Republic,,Rajkot to Czech Republic
941,Czech Republic,,Rourkela to Czech Republic
942,Czech Republic,,Siliguri to Czech Republic
943,Czech Republic,,Sonipat to Czech Republic
944,Czech Republic,,Surat to Czech Republic
945,Czech Republic,,Tirupati to Czech Republic
946,Czech Republic,,Tiruppur to Czech Republic
947,Czech Republic,,Udaipur to Czech Republic
948,Czech Republic,,Vadodara to Czech Republic
949,Czech Republic,,Varanasi to Czech Republic
950,Czech Republic,,Vijayawada to Czech Republic
951,Czech Republic,,Visakhapatnam to Czech Republic
952,Czech Republic,,Warangal to Czech Republic
953,Denmark,Agra,Agra to Denmark
954,Denmark,Ahmedabad,Ahmedabad to Denmark
955,Denmark,Amritsar,Amritsar to Denmark
956,Denmark,Aurangabad,Aurangabad to Denmark
957,Denmark,Bawana Industrial Area,Bawana Industrial Area to Denmark
958,Denmark,Belagavi,Belagavi to Denmark
959,Denmark,Bengaluru,Bengaluru to Denmark
960,Denmark,Bhilwara,Bhilwara to Denmark
961,Denmark,Bhopal,Bhopal to Denmark
962,Denmark,Bhubaneswar,Bhubaneswar to Denmark
963,Denmark,Chennai,Chennai to Denmark
964,Denmark,Coimbatore,Coimbatore to Denmark
965,Denmark,Cuttack,Cuttack to Denmark
966,Denmark,Dewas,Dewas to Denmark
967,Denmark,Dharwad,Dharwad to Denmark
968,Denmark,Durgapur,Durgapur to Denmark
969,Denmark,Erode,Erode to Denmark
970,Denmark,Faridabad,Faridabad to Denmark
971,Denmark,Gandhidham,Gandhidham to Denmark
972,Denmark,Gurugram,Gurugram to Denmark
973,Denmark,Guntur,Guntur to Denmark
974,Denmark,Gwalior,Gwalior to Denmark
975,Denmark,Howrah,Howrah to Denmark
976,Denmark,Hubballi,Hubballi to Denmark
977,Denmark,Hyderabad,Hyderabad to Denmark
978,Denmark,Indore,Indore to Denmark
979,Denmark,Jabalpur,Jabalpur to Denmark
980,Denmark,Jaipur,Jaipur to Denmark
981,Denmark,Jalandhar,Jalandhar to Denmark
982,Denmark,Jodhpur,Jodhpur to Denmark
983,Denmark,Kakinada,Kakinada to Denmark
984,Denmark,Kanpur,Kanpur to Denmark
985,Denmark,Karimnagar,Karimnagar to Denmark
986,Denmark,Karnal,Karnal to Denmark
987,Denmark,Kolkata,Kolkata to Denmark
988,Denmark,Kota,Kota to Denmark
989,Denmark,Ludhiana,Ludhiana to Denmark
990,Denmark,Madurai,Madurai to Denmark
991,Denmark,Mangaluru,Mangaluru to Denmark
992,Denmark,Mohali,Mohali to Denmark
993,Denmark,Moradabad,Moradabad to Denmark
994,Denmark,Mumbai,Mumbai to Denmark
995,Denmark,Mundra,Mundra to Denmark
996,Denmark,Mysuru,Mysuru to Denmark
997,Denmark,Nagpur,Nagpur to Denmark
998,Denmark,Naraina,Naraina to Denmark
999,Denmark,Nashik,Nashik to Denmark
1000,Denmark,New Delhi,New Delhi to Denmark
1001,Denmark,Nizamabad,Nizamabad to Denmark
1002,Denmark,Noida,Noida to Denmark
1003,Denmark,Okhla,Okhla to Denmark
1004,Denmark,Panipat,Panipat to Denmark
1005,Denmark,Paradip,Paradip to Denmark
1006,Denmark,Patiala,Patiala to Denmark
1007,Denmark,Pune,Pune to Denmark
1008,Denmark,Rajkot,Rajkot to Denmark
1009,Denmark,Rourkela,Rourkela to Denmark
1010,Denmark,Siliguri,Siliguri to Denmark
1011,Denmark,Sonipat,Sonipat to Denmark
1012,Denmark,Surat,Surat to Denmark
1013,Denmark,Tirupati,Tirupati to Denmark
1014,Denmark,Tiruppur,Tiruppur to Denmark
1015,Denmark,Udaipur,Udaipur to Denmark
1016,Denmark,Vadodara,Vadodara to Denmark
1017,Denmark,Varanasi,Varanasi to Denmark
1018,Denmark,Vijayawada,Vijayawada to Denmark
1019,Denmark,Visakhapatnam,Visakhapatnam to Denmark
1020,Denmark,Warangal,Warangal to Denmark
1021,Estonia,Agra,Agra to Estonia
1022,Estonia,Ahmedabad,Ahmedabad to Estonia
1023,Estonia,Amritsar,Amritsar to Estonia
1024,Estonia,Aurangabad,Aurangabad to Estonia
1025,Estonia,Bawana Industrial Area,Bawana Industrial Area to Estonia
1026,Estonia,Belagavi,Belagavi to Estonia
1027,Estonia,Bengaluru,Bengaluru to Estonia
1028,Estonia,Bhilwara,Bhilwara to Estonia
1029,Estonia,Bhopal,Bhopal to Estonia
1030,Estonia,Bhubaneswar,Bhubaneswar to Estonia
1031,Estonia,Chennai,Chennai to Estonia
1032,Estonia,Coimbatore,Coimbatore to Estonia
1033,Estonia,Cuttack,Cuttack to Estonia
1034,Estonia,Dewas,Dewas to Estonia
1035,Estonia,Dharwad,Dharwad to Estonia
1036,Estonia,Durgapur,Durgapur to Estonia
1037,Estonia,Erode,Erode to Estonia
1038,Estonia,Faridabad,Faridabad to Estonia
1039,Estonia,Gandhidham,Gandhidham to Estonia
1040,Estonia,Gurugram,Gurugram to Estonia
1041,Estonia,Guntur,Guntur to Estonia
1042,Estonia,Gwalior,Gwalior to Estonia
1043,Estonia,Howrah,Howrah to Estonia
1044,Estonia,Hubballi,Hubballi to Estonia
1045,Estonia,Hyderabad,Hyderabad to Estonia
1046,Estonia,Indore,Indore to Estonia
1047,Estonia,Jabalpur,Jabalpur to Estonia
1048,Estonia,Jaipur,Jaipur to Estonia
1049,Estonia,Jalandhar,Jalandhar to Estonia
1050,Estonia,Jodhpur,Jodhpur to Estonia
1051,Estonia,Kakinada,Kakinada to Estonia
1052,Estonia,Kanpur,Kanpur to Estonia
1053,Estonia,Karimnagar,Karimnagar to Estonia
1054,Estonia,Karnal,Karnal to Estonia
1055,Estonia,Kolkata,Kolkata to Estonia
1056,Estonia,Kota,Kota to Estonia
1057,Estonia,Ludhiana,Ludhiana to Estonia
1058,Estonia,Madurai,Madurai to Estonia
1059,Estonia,Mangaluru,Mangaluru to Estonia
1060,Estonia,Mohali,Mohali to Estonia
1061,Estonia,Moradabad,Moradabad to Estonia
1062,Estonia,Mumbai,Mumbai to Estonia
1063,Estonia,Mundra,Mundra to Estonia
1064,Estonia,Mysuru,Mysuru to Estonia
1065,Estonia,Nagpur,Nagpur to Estonia
1066,Estonia,Naraina,Naraina to Estonia
1067,Estonia,Nashik,Nashik to Estonia
1068,Estonia,New Delhi,New Delhi to Estonia
1069,Estonia,Nizamabad,Nizamabad to Estonia
1070,Estonia,Noida,Noida to Estonia
1071,Estonia,Okhla,Okhla to Estonia
1072,Estonia,Panipat,Panipat to Estonia
1073,Estonia,Paradip,Paradip to Estonia
1074,Estonia,Patiala,Patiala to Estonia
1075,Estonia,Pune,Pune to Estonia
1076,Estonia,Rajkot,Rajkot to Estonia
1077,Estonia,Rourkela,Rourkela to Estonia
1078,Estonia,Siliguri,Siliguri to Estonia
1079,Estonia,Sonipat,Sonipat to Estonia
1080,Estonia,Surat,Surat to Estonia
1081,Estonia,Tirupati,Tirupati to Estonia
1082,Estonia,Tiruppur,Tiruppur to Estonia
1083,Estonia,Udaipur,Udaipur to Estonia
1084,Estonia,Vadodara,Vadodara to Estonia
1085,Estonia,Varanasi,Varanasi to Estonia
1086,Estonia,Vijayawada,Vijayawada to Estonia
1087,Estonia,Visakhapatnam,Visakhapatnam to Estonia
1088,Estonia,Warangal,Warangal to Estonia
1089,Finland,Agra,Agra to Finland
1090,Finland,Ahmedabad,Ahmedabad to Finland
1091,Finland,Amritsar,Amritsar to Finland
1092,Finland,Aurangabad,Aurangabad to Finland
1093,Finland,Bawana Industrial Area,Bawana Industrial Area to Finland
1094,Finland,Belagavi,Belagavi to Finland
1095,Finland,Bengaluru,Bengaluru to Finland
1096,Finland,Bhilwara,Bhilwara to Finland
1097,Finland,Bhopal,Bhopal to Finland
1098,Finland,Bhubaneswar,Bhubaneswar to Finland
1099,Finland,Chennai,Chennai to Finland
1100,Finland,Coimbatore,Coimbatore to Finland
1101,Finland,Cuttack,Cuttack to Finland
1102,Finland,Dewas,Dewas to Finland
1103,Finland,Dharwad,Dharwad to Finland
1104,Finland,Durgapur,Durgapur to Finland
1105,Finland,Erode,Erode to Finland
1106,Finland,Faridabad,Faridabad to Finland
1107,Finland,Gandhidham,Gandhidham to Finland
1108,Finland,Gurugram,Gurugram to Finland
1109,Finland,Guntur,Guntur to Finland
1110,Finland,Gwalior,Gwalior to Finland
1111,Finland,Howrah,Howrah to Finland
1112,Finland,Hubballi,Hubballi to Finland
1113,Finland,Hyderabad,Hyderabad to Finland
1114,Finland,Indore,Indore to Finland
1115,Finland,Jabalpur,Jabalpur to Finland
1116,Finland,Jaipur,Jaipur to Finland
1117,Finland,Jalandhar,Jalandhar to Finland
1118,Finland,Jodhpur,Jodhpur to Finland
1119,Finland,Kakinada,Kakinada to Finland
1120,Finland,Kanpur,Kanpur to Finland
1121,Finland,Karimnagar,Karimnagar to Finland
1122,Finland,Karnal,Karnal to Finland
1123,Finland,Kolkata,Kolkata to Finland
1124,Finland,Kota,Kota to Finland
1125,Finland,Ludhiana,Ludhiana to Finland
1126,Finland,Madurai,Madurai to Finland
1127,Finland,Mangaluru,Mangaluru to Finland
1128,Finland,Mohali,Mohali to Finland
1129,Finland,Moradabad,Moradabad to Finland
1130,Finland,Mumbai,Mumbai to Finland
1131,Finland,Mundra,Mundra to Finland
1132,Finland,Mysuru,Mysuru to Finland
1133,Finland,Nagpur,Nagpur to Finland
1134,Finland,Naraina,Naraina to Finland
1135,Finland,Nashik,Nashik to Finland
1136,Finland,New Delhi,New Delhi to Finland
1137,Finland,Nizamabad,Nizamabad to Finland
1138,Finland,Noida,Noida to Finland
1139,Finland,Okhla,Okhla to Finland
1140,Finland,Panipat,Panipat to Finland
1141,Finland,Paradip,Paradip to Finland
1142,Finland,Patiala,Patiala to Finland
1143,Finland,Pune,Pune to Finland
1144,Finland,Rajkot,Rajkot to Finland
1145,Finland,Rourkela,Rourkela to Finland
1146,Finland,Siliguri,Siliguri to Finland
1147,Finland,Sonipat,Sonipat to Finland
1148,Finland,Surat,Surat to Finland
1149,Finland,Tirupati,Tirupati to Finland
1150,Finland,Tiruppur,Tiruppur to Finland
1151,Finland,Udaipur,Udaipur to Finland
1152,Finland,Vadodara,Vadodara to Finland
1153,Finland,Varanasi,Varanasi to Finland
1154,Finland,Vijayawada,Vijayawada to Finland
1155,Finland,Visakhapatnam,Visakhapatnam to Finland
1156,Finland,Warangal,Warangal to Finland
1157,Greece,Agra,Agra to Greece
1158,Greece,Ahmedabad,Ahmedabad to Greece
1159,Greece,Amritsar,Amritsar to Greece
1160,Greece,Aurangabad,Aurangabad to Greece
1161,Greece,Bawana Industrial Area,Bawana Industrial Area to Greece
1162,Greece,Belagavi,Belagavi to Greece
1163,Greece,Bengaluru,Bengaluru to Greece
1164,Greece,Bhilwara,Bhilwara to Greece
1165,Greece,Bhopal,Bhopal to Greece
1166,Greece,Bhubaneswar,Bhubaneswar to Greece
1167,Greece,Chennai,Chennai to Greece
1168,Greece,Coimbatore,Coimbatore to Greece
1169,Greece,Cuttack,Cuttack to Greece
1170,Greece,Dewas,Dewas to Greece
1171,Greece,Dharwad,Dharwad to Greece
1172,Greece,Durgapur,Durgapur to Greece
1173,Greece,Erode,Erode to Greece
1174,Greece,Faridabad,Faridabad to Greece
1175,Greece,Gandhidham,Gandhidham to Greece
1176,Greece,Gurugram,Gurugram to Greece
1177,Greece,Guntur,Guntur to Greece
1178,Greece,Gwalior,Gwalior to Greece
1179,Greece,Howrah,Howrah to Greece
1180,Greece,Hubballi,Hubballi to Greece
1181,Greece,Hyderabad,Hyderabad to Greece
1182,Greece,Indore,Indore to Greece
1183,Greece,Jabalpur,Jabalpur to Greece
1184,Greece,Jaipur,Jaipur to Greece
1185,Greece,Jalandhar,Jalandhar to Greece
1186,Greece,Jodhpur,Jodhpur to Greece
1187,Greece,Kakinada,Kakinada to Greece
1188,Greece,Kanpur,Kanpur to Greece
1189,Greece,Karimnagar,Karimnagar to Greece
1190,Greece,Karnal,Karnal to Greece
1191,Greece,Kolkata,Kolkata to Greece
1192,Greece,Kota,Kota to Greece
1193,Greece,Ludhiana,Ludhiana to Greece
1194,Greece,Madurai,Madurai to Greece
1195,Greece,Mangaluru,Mangaluru to Greece
1196,Greece,Mohali,Mohali to Greece
1197,Greece,Moradabad,Moradabad to Greece
1198,Greece,Mumbai,Mumbai to Greece
1199,Greece,Mundra,Mundra to Greece
1200,Greece,Mysuru,Mysuru to Greece
1201,Greece,Nagpur,Nagpur to Greece
1202,Greece,Naraina,Naraina to Greece
1203,Greece,Nashik,Nashik to Greece
1204,Greece,New Delhi,New Delhi to Greece
1205,Greece,Nizamabad,Nizamabad to Greece
1206,Greece,Noida,Noida to Greece
1207,Greece,Okhla,Okhla to Greece
1208,Greece,Panipat,Panipat to Greece
1209,Greece,Paradip,Paradip to Greece
1210,Greece,Patiala,Patiala to Greece
1211,Greece,Pune,Pune to Greece
1212,Greece,Rajkot,Rajkot to Greece
1213,Greece,Rourkela,Rourkela to Greece
1214,Greece,Siliguri,Siliguri to Greece
1215,Greece,Sonipat,Sonipat to Greece
1216,Greece,Surat,Surat to Greece
1217,Greece,Tirupati,Tirupati to Greece
1218,Greece,Tiruppur,Tiruppur to Greece
1219,Greece,Udaipur,Udaipur to Greece
1220,Greece,Vadodara,Vadodara to Greece
1221,Greece,Varanasi,Varanasi to Greece
1222,Greece,Vijayawada,Vijayawada to Greece
1223,Greece,Visakhapatnam,Visakhapatnam to Greece
1224,Greece,Warangal,Warangal to Greece
